x,y
9.148060434963554,3.0577653482985454
9.370754132978618,3.1510359684584572
2.8613953478634357,4.106842728649554
8.304476260673255,2.9422222723096656
6.417455188930035,2.1894221995209353
5.190959491301328,3.6622488217396807
7.365883146412671,1.8039220574309374
1.346665972378105,3.121295113907453
6.569922904018313,2.5066252579638446
7.050647840369493,2.19237807677146
4.5774177624844015,4.121628759618539
7.191122516524047,2.1274257700288457
9.346722471527755,2.3665676317457036
2.554288243409246,4.213641758901223
4.622928225435317,3.2684133067756727
9.400145227555186,2.4614576020837506
9.78226428385824,2.730619610417735
1.1748736165463924,4.267780141893811
4.749970815610141,3.315796966956162
5.60332746244967,3.2941787547251487
9.040313872974366,1.6346992662669486
1.3871016772463918,2.507171681888455
9.88891728920862,3.1484652788972376
9.466682325582951,2.2096009512999935
0.824375580996275,2.324013275575532
5.1421178434975445,3.4400803885823863
3.90203467104584,4.23872842962637
9.05738130910322,1.380840016020418
4.469696281012148,3.60196656909431
8.360042599961162,2.1247657034212812
7.375956177711487,2.296039374510098
8.11055141268298,1.7266015779297708
3.88108282815665,4.554383906507045
6.851697294041514,2.796392989018514
0.0394833879545331,1.548812268870438
8.329160802531987,1.4767629293662954
0.07334146881476045,0.8377258075841484
2.0765897282399237,4.691811756147648
9.066014077980071,2.1642643634468697
6.117786434479058,2.737151541459243
3.7955924053676426,4.544294722399562
4.357715849764645,3.8486703855610007
0.3743103286251426,1.2655067903249346
9.73539913771674,2.9292987608969137
4.317512488923967,4.112253955427612
9.575765966437757,3.358173092086454
8.877549055032432,2.0364608253886125
6.399787694681436,2.319579156144359
9.70966610359028,3.269075392646262
6.188382073305547,2.176035901144241
3.334272112697363,4.659325687614642
3.467482482083142,3.892830351649509
3.984854114241898,5.091787522682328
7.846927756909281,1.8120235062913743
0.3893649112433195,1.2829883545373104
7.487953861709684,1.36580220754665
6.7727683018893,2.2771081973155782
1.7126433039084077,3.2854236211680115
2.6108796382322907,4.231104700904834
5.144129346590489,4.296212056013726
6.756072745192796,2.203347580489097
9.828171979170293,2.4935039801501606
7.595442675519735,2.0474351565965034
5.66488424083218,2.9869784948639984
8.496897185686976,2.3796279245596
1.8947393540292978,4.617122349988605
2.7128661470487714,4.052725131267932
8.28158485237509,2.238824396243856
6.932048203889281,2.2336858850279793
2.4054473964497447,4.816590516451791
0.42988796019926667,1.4799456349074849
1.4047909411601722,3.686587819474557
2.1638541505672038,3.300652964174181
4.79398564202711,4.805010068362937
1.9741034228354692,4.419410530101603
7.193558376748115,1.997067987106925
0.0788473873399198,0.18284507456026045
3.754899646155536,4.922906779858189
5.144077083095908,3.894019060122133
0.01570554217323661,0.7782206590067937
5.816040025092661,3.1051481700853665
1.579052081797272,3.2203541540283624
3.5902830585837364,4.8313414519255415
6.456318784039468,2.6411668352869127
7.758233626373112,1.8107472219023566
5.6364684156142175,2.526602102414345
2.3370339861139655,4.668564593709001
0.8998051634989679,2.734531416053635
0.8561206492595375,1.9628541059212095
3.0521836946718395,3.8611770882530294
6.6742651467211545,2.445051367973135
0.002388965804129839,0.5822336562822713
2.0856995694339275,4.226221050695505
9.330341273453087,1.949192484847756
9.256447486113757,2.0587609878966258
7.340943010058254,2.5651788760859966
3.3307198341935873,4.881676325510172
5.150633298326284,3.9396798209117243
7.439746463205665,2.9033753667982025
6.191592400427908,2.765973560780989
6.262453445233405,1.643228818177516
2.1715769823640585,4.347047064372254
2.165673109702766,4.760491148576182
3.889450286515057,5.580645007266163
9.424556919839233,1.9843159946983162
9.62608013767749,2.2703125967442634
7.398552792146802,1.6532084465953265
7.332459057215601,1.4978101100505317
5.357612899970263,3.1321969914499683
0.022729660850018263,0.702743660499907
6.089374525472522,2.1869650725620655
8.368015594314784,3.0560857907485346
7.515225626993924,2.0333070624938165
4.527315725572407,4.129980972098128
5.357899938244373,3.702610989305479
5.373766953125596,3.458705805690355
0.013808435760438442,0.7115631298302636
3.5566595382988453,5.392332593871254
6.121330901514739,2.651868172886581
8.289421305526048,1.3718820487329908
3.5672199935652316,4.844659920145616
4.10635125823319,4.270352024049461
5.734758989419788,2.842904521342837
5.896783035714179,2.4224159410692403
7.196572923567146,2.2854883906778243
3.9497304521501064,4.437544025175791
9.192039291374385,2.747444981730857
9.625702935736626,2.728223510640705
2.335235255304724,3.9875564001542703
7.244975999929011,2.678655842382556
9.036345251370221,2.242935560913426
6.034740847535431,3.3086329301356288
6.315072989091277,2.000949161696455
9.373858496546745,2.398119723486855
8.504827506840229,1.953149789624531
5.79820899059996,2.8501804379186626
8.214039239101112,2.6685525661310066
1.137186090927571,2.8448845555855544
7.6450775866396725,2.0815045957976195
6.236134571954608,2.1938227343067087
1.4844660670496523,3.0177809236925217
0.8026446658186615,2.7853104173113588
4.640695513226092,4.714252993396444
7.793681614566594,2.5736123310568897
7.335279595572501,1.3336681840455769
8.172304444015026,3.00986373798214
1.7016248125582933,4.180195594583739
9.4472032552585,2.678227588639734
2.9362384136766195,4.983369815859688
1.4907205244526267,2.9054791361190175
7.193785912822932,1.5242908396019614
3.2408595248125494,4.7040061458313716
7.788094985298812,1.3500694596165048
3.944410018157214,4.621974903778484
6.785928679164499,2.9219569921937727
7.758250427432358,1.4334392957677982
1.8786904402077198,3.5136983267909714
0.29085818910971284,1.3489994757923205
1.3571379706263542,2.6892881321635205
6.801641781348735,2.0721556887651524
9.348229537717998,3.04687211366897
5.504940843675286,3.8021617241004084
6.0176623542793095,3.041442733635348
1.9699448812752962,3.0568508824393117
5.352366105653346,3.4329628101682212
1.7955573927611113,4.319027841913212
4.518864944111556,4.584921572907296
3.1705335178412497,4.579499385534764
1.1617467040196061,1.5458638619422158
1.8610215676017106,3.89336970894308
7.2973009664565325,2.3227148469241863
4.1187207121402025,4.462221944189997
4.140496817417443,4.505872702587833
4.803101290017366,4.168417485874469
4.274944656062871,4.148320227099635
1.3649036013521254,3.864611382804892
8.246794063597918,2.2374432508046636
5.923042425420135,2.3116650632485816
7.943969776388258,2.643545282428068
7.690324257127941,2.5570689154465613
9.180564172565937,2.8931371526951013
8.62629777053371,1.309987834563677
3.1697523780167103,4.390182062120482
2.59260575985536,4.805529249358853
7.4226645193994045,2.021794652319228
7.473611168097705,2.162011618574337
9.179040340241045,3.70977072694668
7.931912092026323,1.5427639775949085
1.333296182565391,2.105834074681052
2.8774975216947496,4.750651821457629
1.9467614381574094,3.614098208494407
7.841093826573342,2.1718177619939896
1.2887216173112392,2.6886499225790566
1.290892835240811,4.204190382896334
0.7225311128422618,2.0802024712685494
0.5312948348000646,1.5490650379704218
5.318744364194572,3.408145537697775
1.1230824165977538,3.264679241172454
7.431877197232097,2.0463319254085213
7.313154772855341,1.2179808111350947
